direction,gap_time,gap_edge,gap_far_edge,outcome,sl,tp1,tp2,gap_time_thai
-1,2023-01-23 11:15:00,1926.135,1926.215,sl_too_tight,,,,2023-01-23 18:15:00
1,2023-01-23 12:45:00,1926.095,1924.705,against_bias,,,,2023-01-23 19:45:00
-1,2023-01-23 13:30:00,1925.385,1926.185,sl_too_tight,,,,2023-01-23 20:30:00
-1,2023-01-23 13:45:00,1922.545,1924.675,no_room,,,,2023-01-23 20:45:00
1,2023-01-23 15:30:00,1917.408,1916.585,against_bias,,,,2023-01-23 22:30:00
1,2023-01-23 15:45:00,1919.415,1918.658,against_bias,,,,2023-01-23 22:45:00
-1,2023-01-24 09:15:00,1937.385,1937.715,against_bias,,,,2023-01-24 16:15:00
-1,2023-01-24 09:30:00,1936.505,1936.787,against_bias,,,,2023-01-24 16:30:00
-1,2023-01-24 11:15:00,1936.335,1936.668,against_bias,,,,2023-01-24 18:15:00
1,2023-01-24 11:45:00,1936.955,1936.335,sl_too_tight,,,,2023-01-24 18:45:00
-1,2023-01-24 12:45:00,1937.575,1937.758,against_bias,,,,2023-01-24 19:45:00
-1,2023-01-24 13:45:00,1934.148,1934.315,against_bias,,,,2023-01-24 20:45:00
-1,2023-01-24 14:00:00,1932.385,1933.345,against_bias,,,,2023-01-24 21:00:00
1,2023-01-24 15:45:00,1933.348,1931.108,no_room,,,,2023-01-24 22:45:00
-1,2023-01-25 07:30:00,1931.165,1931.365,against_bias,,,,2023-01-25 14:30:00
-1,2023-01-25 07:45:00,1929.145,1930.568,against_bias,,,,2023-01-25 14:45:00
1,2023-01-25 08:15:00,1929.638,1929.145,sl_too_tight,,,,2023-01-25 15:15:00
-1,2023-01-25 09:00:00,1929.445,1930.685,against_bias,,,,2023-01-25 16:00:00
1,2023-01-25 09:30:00,1929.525,1929.445,sl_too_tight,,,,2023-01-25 16:30:00
-1,2023-01-25 10:00:00,1928.395,1929.525,against_bias,,,,2023-01-25 17:00:00
-1,2023-01-25 10:15:00,1925.865,1927.638,against_bias,,,,2023-01-25 17:15:00
1,2023-01-25 12:45:00,1925.705,1925.375,sl_too_tight,,,,2023-01-25 19:45:00
1,2023-01-25 14:15:00,1925.715,1924.895,no_room,,,,2023-01-25 21:15:00
1,2023-01-25 14:30:00,1927.337,1926.425,no_room,,,,2023-01-25 21:30:00
1,2023-01-25 14:45:00,1929.975,1928.935,no_room,,,,2023-01-25 21:45:00
-1,2023-01-26 07:15:00,1941.967,1944.685,against_bias,,,,2023-01-26 14:15:00
1,2023-01-26 08:30:00,1943.315,1943.015,no_room,,,,2023-01-26 15:30:00
-1,2023-01-26 09:00:00,1943.265,1943.315,against_bias,,,,2023-01-26 16:00:00
-1,2023-01-26 09:15:00,1941.525,1941.767,against_bias,,,,2023-01-26 16:15:00
-1,2023-01-26 09:30:00,1937.545,1941.295,against_bias,,,,2023-01-26 16:30:00
-1,2023-01-26 14:45:00,1935.245,1936.0,against_bias,,,,2023-01-26 21:45:00
-1,2023-01-26 15:45:00,1929.515,1932.345,against_bias,,,,2023-01-26 22:45:00
1,2023-01-27 08:45:00,1924.825,1924.415,sl_too_tight,,,,2023-01-27 15:45:00
1,2023-01-27 10:15:00,1927.038,1926.235,sl_too_tight,,,,2023-01-27 17:15:00
1,2023-01-27 11:15:00,1929.235,1929.085,sl_too_tight,,,,2023-01-27 18:15:00
1,2023-01-27 11:30:00,1929.735,1929.675,sl_too_tight,,,,2023-01-27 18:30:00
-1,2023-01-30 07:30:00,1929.155,1930.425,against_bias,,,,2023-01-30 14:30:00
-1,2023-01-30 07:45:00,1925.345,1926.765,against_bias,,,,2023-01-30 14:45:00
-1,2023-01-30 08:00:00,1924.475,1924.855,against_bias,,,,2023-01-30 15:00:00
1,2023-01-30 09:30:00,1923.895,1923.405,sl_too_tight,,,,2023-01-30 16:30:00
1,2023-01-30 10:15:00,1925.918,1925.415,sl_too_tight,,,,2023-01-30 17:15:00
-1,2023-01-30 11:30:00,1924.905,1928.385,against_bias,,,,2023-01-30 18:30:00
1,2023-01-30 12:15:00,1924.915,1924.205,no_room,,,,2023-01-30 19:15:00
1,2023-01-30 12:30:00,1925.285,1925.055,no_room,,,,2023-01-30 19:30:00
1,2023-01-30 13:45:00,1928.805,1927.695,no_room,,,,2023-01-30 20:45:00
-1,2023-01-31 07:30:00,1914.285,1914.338,sl_too_tight,,,,2023-01-31 14:30:00
-1,2023-01-31 08:15:00,1909.465,1912.625,no_room,,,,2023-01-31 15:15:00
-1,2023-01-31 09:45:00,1904.655,1906.278,sl_too_tight,,,,2023-01-31 16:45:00
-1,2023-01-31 11:30:00,1904.255,1904.395,sl_too_tight,,,,2023-01-31 18:30:00
1,2023-01-31 12:45:00,1905.305,1903.135,against_bias,,,,2023-01-31 19:45:00
1,2023-01-31 13:00:00,1906.498,1905.375,against_bias,,,,2023-01-31 20:00:00
1,2023-01-31 13:30:00,1911.867,1910.288,against_bias,,,,2023-01-31 20:30:00
1,2023-01-31 13:45:00,1913.105,1911.907,against_bias,,,,2023-01-31 20:45:00
1,2023-01-31 14:00:00,1918.665,1916.848,against_bias,,,,2023-01-31 21:00:00
1,2023-01-31 15:45:00,1926.188,1923.965,no_room,,,,2023-01-31 22:45:00
-1,2023-02-01 07:30:00,1926.625,1926.755,against_bias,,,,2023-02-01 14:30:00
-1,2023-02-01 07:45:00,1925.115,1925.995,against_bias,,,,2023-02-01 14:45:00
-1,2023-02-01 09:15:00,1924.615,1925.175,against_bias,,,,2023-02-01 16:15:00
1,2023-02-01 11:15:00,1927.165,1927.145,sl_too_tight,,,,2023-02-01 18:15:00
1,2023-02-01 11:30:00,1928.815,1927.675,no_room,,,,2023-02-01 18:30:00
-1,2023-02-01 14:45:00,1929.598,1929.678,against_bias,,,,2023-02-01 21:45:00
1,2023-02-01 15:45:00,1929.598,1928.265,no_room,,,,2023-02-01 22:45:00
1,2023-02-02 07:15:00,1955.655,1952.235,no_room,,,,2023-02-02 14:15:00
1,2023-02-02 08:15:00,1956.927,1956.195,sl_too_tight,,,,2023-02-02 15:15:00
1,2023-02-02 09:45:00,1955.855,1955.605,sl_too_tight,,,,2023-02-02 16:45:00
-1,2023-02-02 10:30:00,1955.885,1955.968,against_bias,,,,2023-02-02 17:30:00
-1,2023-02-02 11:00:00,1953.465,1953.987,against_bias,,,,2023-02-02 18:00:00
1,2023-02-02 11:30:00,1954.845,1953.465,no_room,,,,2023-02-02 18:30:00
-1,2023-02-02 14:00:00,1947.075,1947.955,against_bias,,,,2023-02-02 21:00:00
-1,2023-02-02 14:45:00,1938.135,1944.097,against_bias,,,,2023-02-02 21:45:00
-1,2023-02-02 15:00:00,1924.375,1937.815,against_bias,,,,2023-02-02 22:00:00
-1,2023-02-03 07:30:00,1914.785,1915.445,no_room,,,,2023-02-03 14:30:00
-1,2023-02-03 07:45:00,1914.145,1914.535,no_room,,,,2023-02-03 14:45:00
-1,2023-02-03 10:00:00,1913.415,1913.588,sl_too_tight,,,,2023-02-03 17:00:00
-1,2023-02-03 10:15:00,1911.935,1912.555,sl_too_tight,,,,2023-02-03 17:15:00
1,2023-02-03 12:00:00,1914.145,1913.715,against_bias,,,,2023-02-03 19:00:00
1,2023-02-03 12:15:00,1914.785,1914.395,against_bias,,,,2023-02-03 19:15:00
-1,2023-02-03 13:30:00,1913.578,1914.127,no_room,,,,2023-02-03 20:30:00
-1,2023-02-03 13:45:00,1890.295,1912.368,no_room,,,,2023-02-03 20:45:00
-1,2023-02-06 09:15:00,1874.245,1877.987,no_room,,,,2023-02-06 16:15:00
-1,2023-02-06 11:15:00,1871.815,1871.985,sl_too_tight,,,,2023-02-06 18:15:00
1,2023-02-06 12:15:00,1871.865,1871.645,against_bias,,,,2023-02-06 19:15:00
-1,2023-02-06 15:30:00,1868.785,1869.385,no_room,,,,2023-02-06 22:30:00
-1,2023-02-06 15:45:00,1867.705,1867.765,no_room,,,,2023-02-06 22:45:00
1,2023-02-07 09:15:00,1874.995,1874.555,against_bias,,,,2023-02-07 16:15:00
-1,2023-02-07 11:00:00,1872.048,1872.065,sl_too_tight,,,,2023-02-07 18:00:00
-1,2023-02-07 11:15:00,1870.455,1871.665,no_room,,,,2023-02-07 18:15:00
1,2023-02-07 12:15:00,1869.875,1869.385,against_bias,,,,2023-02-07 19:15:00
-1,2023-02-07 13:15:00,1869.135,1869.827,no_room,,,,2023-02-07 20:15:00
1,2023-02-07 15:45:00,1873.265,1869.948,no_room,,,,2023-02-07 22:45:00
-1,2023-02-08 07:00:00,1876.275,1877.145,against_bias,,,,2023-02-08 14:00:00
1,2023-02-08 07:30:00,1878.837,1876.275,no_room,,,,2023-02-08 14:30:00
1,2023-02-08 07:45:00,1880.595,1880.035,no_room,,,,2023-02-08 14:45:00
1,2023-02-08 09:15:00,1884.405,1884.025,sl_too_tight,,,,2023-02-08 16:15:00
-1,2023-02-08 10:15:00,1882.698,1884.048,against_bias,,,,2023-02-08 17:15:00
-1,2023-02-08 10:30:00,1882.215,1882.475,against_bias,,,,2023-02-08 17:30:00
-1,2023-02-08 12:45:00,1880.995,1881.597,against_bias,,,,2023-02-08 19:45:00
-1,2023-02-08 13:00:00,1879.715,1880.028,against_bias,,,,2023-02-08 20:00:00
-1,2023-02-08 13:15:00,1877.248,1878.237,against_bias,,,,2023-02-08 20:15:00
-1,2023-02-08 13:30:00,1876.315,1876.525,against_bias,,,,2023-02-08 20:30:00
1,2023-02-08 14:00:00,1876.975,1876.315,no_room,,,,2023-02-08 21:00:00
1,2023-02-08 14:15:00,1879.635,1878.025,no_room,,,,2023-02-08 21:15:00
-1,2023-02-08 14:45:00,1876.295,1879.635,against_bias,,,,2023-02-08 21:45:00
-1,2023-02-08 15:00:00,1873.355,1875.555,against_bias,,,,2023-02-08 22:00:00
1,2023-02-09 08:15:00,1881.425,1880.875,sl_too_tight,,,,2023-02-09 15:15:00
1,2023-02-09 08:30:00,1883.905,1883.295,no_room,,,,2023-02-09 15:30:00
-1,2023-02-09 09:30:00,1881.955,1883.725,against_bias,,,,2023-02-09 16:30:00
1,2023-02-09 10:45:00,1884.165,1882.675,no_room,,,,2023-02-09 17:45:00
-1,2023-02-09 11:15:00,1884.128,1884.165,against_bias,,,,2023-02-09 18:15:00
-1,2023-02-09 11:30:00,1882.365,1883.358,against_bias,,,,2023-02-09 18:30:00
1,2023-02-09 13:45:00,1883.265,1882.915,no_room,,,,2023-02-09 20:45:00
1,2023-02-09 14:00:00,1886.125,1883.875,no_room,,,,2023-02-09 21:00:00
-1,2023-02-09 14:45:00,1883.415,1885.765,against_bias,,,,2023-02-09 21:45:00
-1,2023-02-09 15:30:00,1875.878,1878.735,against_bias,,,,2023-02-09 22:30:00
1,2023-02-10 07:45:00,1863.165,1861.935,against_bias,,,,2023-02-10 14:45:00
1,2023-02-10 08:00:00,1865.765,1864.115,against_bias,,,,2023-02-10 15:00:00
1,2023-02-10 08:15:00,1868.295,1866.998,against_bias,,,,2023-02-10 15:15:00
-1,2023-02-10 09:15:00,1867.355,1867.455,sl_too_tight,,,,2023-02-10 16:15:00
-1,2023-02-10 09:30:00,1864.635,1867.325,no_room,,,,2023-02-10 16:30:00
1,2023-02-10 14:00:00,1865.835,1864.445,against_bias,,,,2023-02-10 21:00:00
-1,2023-02-10 15:45:00,1861.358,1861.375,no_room,,,,2023-02-10 22:45:00
-1,2023-02-13 08:30:00,1862.015,1862.335,sl_too_tight,,,,2023-02-13 15:30:00
-1,2023-02-13 09:15:00,1860.355,1861.305,no_room,,,,2023-02-13 16:15:00
-1,2023-02-13 09:30:00,1858.235,1858.955,no_room,,,,2023-02-13 16:30:00
1,2023-02-13 10:30:00,1857.765,1856.968,against_bias,,,,2023-02-13 17:30:00
1,2023-02-13 11:15:00,1860.185,1858.785,against_bias,,,,2023-02-13 18:15:00
1,2023-02-13 11:30:00,1861.178,1860.775,against_bias,,,,2023-02-13 18:30:00
-1,2023-02-13 13:15:00,1859.875,1860.095,sl_too_tight,,,,2023-02-13 20:15:00
-1,2023-02-13 13:30:00,1857.965,1859.355,no_room,,,,2023-02-13 20:30:00
-1,2023-02-13 13:45:00,1857.005,1857.235,no_room,,,,2023-02-13 20:45:00
-1,2023-02-14 07:30:00,1860.595,1861.345,no_room,,,,2023-02-14 14:30:00
-1,2023-02-14 11:15:00,1858.548,1859.048,sl_too_tight,,,,2023-02-14 18:15:00
-1,2023-02-14 11:30:00,1857.105,1857.548,sl_too_tight,,,,2023-02-14 18:30:00
-1,2023-02-14 14:30:00,1851.895,1856.465,no_room,,,,2023-02-14 21:30:00
1,2023-02-14 15:00:00,1855.415,1851.895,against_bias,,,,2023-02-14 22:00:00
1,2023-02-14 15:15:00,1858.195,1857.367,against_bias,,,,2023-02-14 22:15:00
-1,2023-02-14 15:45:00,1855.925,1858.195,no_room,,,,2023-02-14 22:45:00
-1,2023-02-15 07:45:00,1838.395,1842.235,no_room,,,,2023-02-15 14:45:00
1,2023-02-16 07:15:00,1837.598,1837.415,sl_too_tight,,,,2023-02-16 14:15:00
1,2023-02-16 08:15:00,1842.015,1841.255,no_room,,,,2023-02-16 15:15:00
-1,2023-02-16 08:45:00,1838.435,1842.015,against_bias,,,,2023-02-16 15:45:00
-1,2023-02-16 09:45:00,1836.295,1837.755,against_bias,,,,2023-02-16 16:45:00
1,2023-02-16 10:30:00,1837.148,1836.915,sl_too_tight,,,,2023-02-16 17:30:00
-1,2023-02-16 13:30:00,1837.835,1838.505,against_bias,,,,2023-02-16 20:30:00
-1,2023-02-16 13:45:00,1834.995,1835.587,no_room,,,,2023-02-16 20:45:00
-1,2023-02-17 08:15:00,1821.765,1823.105,no_room,,,,2023-02-17 15:15:00
1,2023-02-17 09:45:00,1823.785,1822.835,against_bias,,,,2023-02-17 16:45:00
1,2023-02-17 12:15:00,1824.915,1824.775,against_bias,,,,2023-02-17 19:15:00
1,2023-02-17 12:30:00,1826.527,1825.885,against_bias,,,,2023-02-17 19:30:00
1,2023-02-17 15:15:00,1833.345,1826.815,against_bias,,,,2023-02-17 22:15:00
-1,2023-02-20 08:45:00,1843.595,1844.215,against_bias,,,,2023-02-20 15:45:00
1,2023-02-20 09:15:00,1844.465,1843.595,no_room,,,,2023-02-20 16:15:00
-1,2023-02-20 12:15:00,1843.795,1844.158,against_bias,,,,2023-02-20 19:15:00
1,2023-02-20 13:30:00,1844.325,1844.155,sl_too_tight,,,,2023-02-20 20:30:00
-1,2023-02-20 15:30:00,1843.225,1844.515,against_bias,,,,2023-02-20 22:30:00
1,2023-02-21 09:45:00,1834.798,1834.605,against_bias,,,,2023-02-21 16:45:00
1,2023-02-21 11:30:00,1834.015,1833.915,against_bias,,,,2023-02-21 18:30:00
-1,2023-02-21 12:15:00,1831.575,1833.515,no_room,,,,2023-02-21 19:15:00
1,2023-02-21 13:00:00,1832.605,1832.305,against_bias,,,,2023-02-21 20:00:00
1,2023-02-21 13:30:00,1834.765,1834.735,against_bias,,,,2023-02-21 20:30:00
1,2023-02-21 14:15:00,1838.665,1836.765,against_bias,,,,2023-02-21 21:15:00
1,2023-02-21 14:30:00,1840.445,1839.368,against_bias,,,,2023-02-21 21:30:00
-1,2023-02-21 15:00:00,1839.225,1840.445,no_room,,,,2023-02-21 22:00:00
1,2023-02-22 07:45:00,1837.025,1836.145,sl_too_tight,,,,2023-02-22 14:45:00
1,2023-02-22 08:00:00,1838.598,1837.925,no_room,,,,2023-02-22 15:00:00
-1,2023-02-22 08:30:00,1836.915,1838.598,against_bias,,,,2023-02-22 15:30:00
-1,2023-02-22 08:45:00,1834.855,1835.985,against_bias,,,,2023-02-22 15:45:00
1,2023-02-22 11:15:00,1837.055,1834.455,no_room,,,,2023-02-22 18:15:00
1,2023-02-22 12:30:00,1841.558,1840.005,no_room,,,,2023-02-22 19:30:00
-1,2023-02-22 13:15:00,1839.305,1839.955,against_bias,,,,2023-02-22 20:15:00
-1,2023-02-22 13:30:00,1837.195,1838.005,against_bias,,,,2023-02-22 20:30:00
-1,2023-02-23 08:15:00,1828.855,1828.995,sl_too_tight,,,,2023-02-23 15:15:00
-1,2023-02-23 11:30:00,1825.785,1826.258,sl_too_tight,,,,2023-02-23 18:30:00
-1,2023-02-24 07:45:00,1822.645,1822.705,no_room,,,,2023-02-24 14:45:00
-1,2023-02-24 08:00:00,1821.995,1822.235,sl_too_tight,,,,2023-02-24 15:00:00
1,2023-02-24 08:30:00,1822.604,1821.995,against_bias,,,,2023-02-24 15:30:00
-1,2023-02-24 11:45:00,1820.015,1820.915,sl_too_tight,,,,2023-02-24 18:45:00
-1,2023-02-24 14:15:00,1813.495,1814.028,no_room,,,,2023-02-24 21:15:00
1,2023-02-27 07:30:00,1808.615,1808.585,against_bias,,,,2023-02-27 14:30:00
1,2023-02-27 08:00:00,1810.395,1810.058,against_bias,,,,2023-02-27 15:00:00
-1,2023-02-27 09:00:00,1811.005,1811.905,sl_too_tight,,,,2023-02-27 16:00:00
1,2023-02-27 13:45:00,1812.915,1812.045,no_room,,,,2023-02-27 20:45:00
-1,2023-02-27 15:45:00,1816.325,1817.545,against_bias,,,,2023-02-27 22:45:00
-1,2023-02-28 07:15:00,1813.125,1815.535,against_bias,,,,2023-02-28 14:15:00
-1,2023-02-28 08:00:00,1810.715,1811.198,against_bias,,,,2023-02-28 15:00:00
1,2023-02-28 09:00:00,1810.358,1810.045,no_room,,,,2023-02-28 16:00:00
-1,2023-02-28 09:45:00,1811.168,1811.625,against_bias,,,,2023-02-28 16:45:00
-1,2023-02-28 10:45:00,1809.398,1809.975,against_bias,,,,2023-02-28 17:45:00
1,2023-02-28 11:15:00,1809.655,1809.398,sl_too_tight,,,,2023-02-28 18:15:00
1,2023-02-28 14:00:00,1812.905,1809.424,no_room,,,,2023-02-28 21:00:00
1,2023-02-28 15:00:00,1818.608,1816.005,no_room,,,,2023-02-28 22:00:00
1,2023-02-28 15:15:00,1820.965,1818.865,no_room,,,,2023-02-28 22:15:00
1,2023-03-01 11:00:00,1834.575,1833.675,no_room,,,,2023-03-01 18:00:00
1,2023-03-01 11:15:00,1835.225,1834.865,no_room,,,,2023-03-01 18:15:00
1,2023-03-01 12:30:00,1837.178,1836.818,sl_too_tight,,,,2023-03-01 19:30:00
1,2023-03-01 14:45:00,1839.668,1839.085,no_room,,,,2023-03-01 21:45:00
1,2023-03-02 08:45:00,1832.505,1832.145,sl_too_tight,,,,2023-03-02 15:45:00
1,2023-03-02 11:30:00,1834.485,1833.075,no_room,,,,2023-03-02 18:30:00
1,2023-03-02 11:45:00,1835.538,1835.285,no_room,,,,2023-03-02 18:45:00
-1,2023-03-02 12:30:00,1833.385,1835.448,against_bias,,,,2023-03-02 19:30:00
-1,2023-03-02 12:45:00,1833.035,1833.178,against_bias,,,,2023-03-02 19:45:00
1,2023-03-02 14:15:00,1833.058,1832.408,no_room,,,,2023-03-02 21:15:00
1,2023-03-03 09:15:00,1845.705,1845.475,sl_too_tight,,,,2023-03-03 16:15:00
1,2023-03-03 13:15:00,1845.705,1845.685,sl_too_tight,,,,2023-03-03 20:15:00
-1,2023-03-03 14:30:00,1844.985,1846.555,against_bias,,,,2023-03-03 21:30:00
1,2023-03-06 07:15:00,1855.158,1853.748,sl_too_tight,,,,2023-03-06 14:15:00
1,2023-03-06 07:30:00,1855.655,1855.158,no_room,,,,2023-03-06 14:30:00
-1,2023-03-06 08:30:00,1854.235,1855.385,against_bias,,,,2023-03-06 15:30:00
-1,2023-03-06 10:45:00,1851.255,1851.785,against_bias,,,,2023-03-06 17:45:00
1,2023-03-06 12:15:00,1849.485,1848.925,sl_too_tight,,,,2023-03-06 19:15:00
1,2023-03-06 12:30:00,1849.638,1849.535,sl_too_tight,,,,2023-03-06 19:30:00
1,2023-03-06 14:15:00,1851.878,1851.618,sl_too_tight,,,,2023-03-06 21:15:00
1,2023-03-07 07:30:00,1849.588,1848.135,against_bias,,,,2023-03-07 14:30:00
-1,2023-03-07 08:00:00,1849.545,1849.588,sl_too_tight,,,,2023-03-07 15:00:00
-1,2023-03-07 08:15:00,1847.255,1848.345,sl_too_tight,,,,2023-03-07 15:15:00
-1,2023-03-07 10:00:00,1843.965,1844.785,sl_too_tight,,,,2023-03-07 17:00:00
-1,2023-03-07 12:45:00,1840.155,1840.554,sl_too_tight,,,,2023-03-07 19:45:00
-1,2023-03-07 13:15:00,1838.235,1838.765,sl_too_tight,,,,2023-03-07 20:15:00
-1,2023-03-07 13:30:00,1837.205,1837.345,no_room,,,,2023-03-07 20:30:00
-1,2023-03-07 14:45:00,1832.215,1832.545,sl_too_tight,,,,2023-03-07 21:45:00
-1,2023-03-07 15:15:00,1824.945,1829.815,no_room,,,,2023-03-07 22:15:00
1,2023-03-08 11:00:00,1813.798,1813.655,against_bias,,,,2023-03-08 18:00:00
1,2023-03-08 11:15:00,1815.705,1814.785,against_bias,,,,2023-03-08 18:15:00
1,2023-03-08 14:45:00,1816.058,1814.975,against_bias,,,,2023-03-08 21:45:00
1,2023-03-09 07:30:00,1814.395,1813.965,against_bias,,,,2023-03-09 14:30:00
1,2023-03-09 08:45:00,1816.448,1815.695,sl_too_tight,,,,2023-03-09 15:45:00
1,2023-03-09 11:15:00,1818.905,1818.105,sl_too_tight,,,,2023-03-09 18:15:00
1,2023-03-09 13:45:00,1821.795,1818.195,no_room,,,,2023-03-09 20:45:00
1,2023-03-09 14:00:00,1823.955,1823.828,no_room,,,,2023-03-09 21:00:00
1,2023-03-09 14:45:00,1829.215,1827.824,no_room,,,,2023-03-09 21:45:00
1,2023-03-09 15:00:00,1830.335,1830.255,no_room,,,,2023-03-09 22:00:00
1,2023-03-10 07:15:00,1832.175,1830.945,sl_too_tight,,,,2023-03-10 14:15:00
-1,2023-03-10 10:00:00,1833.685,1833.775,against_bias,,,,2023-03-10 17:00:00
1,2023-03-10 11:30:00,1835.445,1834.654,no_room,,,,2023-03-10 18:30:00
-1,2023-03-10 12:00:00,1834.975,1835.445,against_bias,,,,2023-03-10 19:00:00
1,2023-03-10 13:45:00,1841.545,1835.765,no_room,,,,2023-03-10 20:45:00
1,2023-03-10 14:30:00,1848.804,1847.135,no_room,,,,2023-03-10 21:30:00
1,2023-03-10 14:45:00,1855.398,1849.598,no_room,,,,2023-03-10 21:45:00
1,2023-03-10 15:30:00,1863.825,1861.948,no_room,,,,2023-03-10 22:30:00
-1,2023-03-13 07:00:00,1874.995,1876.824,against_bias,,,,2023-03-13 14:00:00
1,2023-03-13 08:15:00,1877.728,1877.675,no_room,,,,2023-03-13 15:15:00
1,2023-03-13 09:00:00,1884.745,1881.165,price_inside_zone,,,,2023-03-13 16:00:00
1,2023-03-13 09:30:00,1888.065,1886.845,no_room,,,,2023-03-13 16:30:00
1,2023-03-13 11:30:00,1887.175,1885.905,no_room,,,,2023-03-13 18:30:00
1,2023-03-13 11:45:00,1889.505,1887.835,price_inside_zone,,,,2023-03-13 18:45:00
1,2023-03-13 12:30:00,1894.408,1891.035,no_room,,,,2023-03-13 19:30:00
1,2023-03-13 14:45:00,1908.975,1908.048,no_room,,,,2023-03-13 21:45:00
-1,2023-03-13 15:45:00,1905.955,1907.654,against_bias,,,,2023-03-13 22:45:00
-1,2023-03-14 08:15:00,1909.545,1910.475,against_bias,,,,2023-03-14 15:15:00
-1,2023-03-14 08:45:00,1904.355,1907.065,against_bias,,,,2023-03-14 15:45:00
1,2023-03-14 11:00:00,1902.645,1902.615,sl_too_tight,,,,2023-03-14 18:00:00
1,2023-03-14 12:15:00,1906.028,1904.695,sl_too_tight,,,,2023-03-14 19:15:00
-1,2023-03-14 13:45:00,1902.355,1906.054,against_bias,,,,2023-03-14 20:45:00
1,2023-03-14 15:00:00,1906.365,1905.865,no_room,,,,2023-03-14 22:00:00
-1,2023-03-14 15:45:00,1905.985,1906.765,against_bias,,,,2023-03-14 22:45:00
-1,2023-03-15 07:30:00,1899.325,1899.935,against_bias,,,,2023-03-15 14:30:00
-1,2023-03-15 08:00:00,1896.675,1897.225,against_bias,,,,2023-03-15 15:00:00
-1,2023-03-15 08:15:00,1889.865,1896.155,against_bias,,,,2023-03-15 15:15:00
1,2023-03-15 09:45:00,1892.105,1889.145,against_bias,,,,2023-03-15 16:45:00
1,2023-03-15 10:15:00,1902.624,1898.015,against_bias,,,,2023-03-15 17:15:00
1,2023-03-15 11:30:00,1911.535,1908.655,no_room,,,,2023-03-15 18:30:00
1,2023-03-15 11:45:00,1914.705,1912.685,no_room,,,,2023-03-15 18:45:00
1,2023-03-15 12:15:00,1918.844,1918.004,no_room,,,,2023-03-15 19:15:00
1,2023-03-16 10:00:00,1920.925,1920.655,no_room,,,,2023-03-16 17:00:00
-1,2023-03-16 10:30:00,1920.875,1920.925,against_bias,,,,2023-03-16 17:30:00
1,2023-03-16 11:00:00,1922.114,1920.875,no_room,,,,2023-03-16 18:00:00
1,2023-03-16 11:15:00,1923.195,1922.955,no_room,,,,2023-03-16 18:15:00
1,2023-03-16 11:45:00,1924.905,1924.695,sl_too_tight,,,,2023-03-16 18:45:00
-1,2023-03-16 15:00:00,1924.205,1925.875,against_bias,,,,2023-03-16 22:00:00
-1,2023-03-16 15:30:00,1919.725,1921.215,against_bias,,,,2023-03-16 22:30:00
1,2023-03-17 09:15:00,1930.448,1929.795,sl_too_tight,,,,2023-03-17 16:15:00
1,2023-03-17 11:15:00,1931.625,1931.275,sl_too_tight,,,,2023-03-17 18:15:00
1,2023-03-17 11:30:00,1933.805,1931.948,no_room,,,,2023-03-17 18:30:00
1,2023-03-17 12:15:00,1935.908,1935.745,sl_too_tight,,,,2023-03-17 19:15:00
1,2023-03-17 12:30:00,1940.575,1937.728,no_room,,,,2023-03-17 19:30:00
1,2023-03-17 12:45:00,1943.195,1941.095,no_room,,,,2023-03-17 19:45:00
1,2023-03-17 13:15:00,1946.155,1945.475,no_room,,,,2023-03-17 20:15:00
1,2023-03-17 14:45:00,1959.505,1954.748,no_room,,,,2023-03-17 21:45:00
1,2023-03-20 07:15:00,1993.678,1988.995,no_room,,,,2023-03-20 14:15:00
1,2023-03-20 07:30:00,2002.845,1998.865,no_room,,,,2023-03-20 14:30:00
-1,2023-03-20 09:00:00,1999.305,1999.424,against_bias,,,,2023-03-20 16:00:00
-1,2023-03-20 09:30:00,1992.575,1993.225,against_bias,,,,2023-03-20 16:30:00
-1,2023-03-20 09:45:00,1990.115,1990.545,against_bias,,,,2023-03-20 16:45:00
-1,2023-03-20 10:00:00,1988.525,1989.435,against_bias,,,,2023-03-20 17:00:00
-1,2023-03-20 10:45:00,1981.835,1982.625,against_bias,,,,2023-03-20 17:45:00
-1,2023-03-20 12:45:00,1978.965,1980.985,against_bias,,,,2023-03-20 19:45:00
-1,2023-03-20 14:00:00,1978.175,1978.854,against_bias,,,,2023-03-20 21:00:00
-1,2023-03-20 14:15:00,1974.435,1977.245,against_bias,,,,2023-03-20 21:15:00
1,2023-03-21 07:15:00,1974.935,1973.835,against_bias,,,,2023-03-21 14:15:00
-1,2023-03-21 08:00:00,1970.775,1973.575,no_room,,,,2023-03-21 15:00:00
-1,2023-03-21 08:15:00,1968.305,1970.195,no_room,,,,2023-03-21 15:15:00
-1,2023-03-21 12:15:00,1965.025,1965.705,no_room,,,,2023-03-21 19:15:00
-1,2023-03-21 13:45:00,1956.625,1961.265,no_room,,,,2023-03-21 20:45:00
-1,2023-03-21 14:00:00,1954.555,1955.055,no_room,,,,2023-03-21 21:00:00
-1,2023-03-21 15:30:00,1948.945,1949.295,no_room,,,,2023-03-21 22:30:00
-1,2023-03-22 07:15:00,1939.885,1940.954,no_room,,,,2023-03-22 14:15:00
1,2023-03-22 08:00:00,1939.495,1939.065,against_bias,,,,2023-03-22 15:00:00
1,2023-03-22 08:15:00,1942.985,1941.175,against_bias,,,,2023-03-22 15:15:00
